,content,sentiment
22645,"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city",happiness
12711,@mitchelmusso dam living in england  x,neutral
37833,SFTW &amp; pot of tea,neutral
39247,Signing out for the night - have a good Sunday night all,fun
23435,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe,enthusiasm
9201,@ work....boyz make me sick..,worry
9335,Is at work  ohwell need money so : D,neutral
29790,There's just something about a sexy blonde cowgirl rubbing herself in a field  http://worldsbestpornmovies.com/faithmov3.htm,enthusiasm
21581,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.,happiness
12024,i hate parents,neutral
37334,dice watching Heroes again.  http://plurk.com/p/svhvh,surprise
8772,Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.,enthusiasm
29479,Eating at Zippys with candace!,love
9932,@vessel2219 of course,relief
28000,"@AnnebrittB slaying dragons &amp; rescue innocents, this could be a good life movie   Make sure to take a camara and film!!!!",worry
15192,@shivface oh my god im sooooooooo sick  help me,worry
686,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,fun
33099,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!",sadness
2398,*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..,worry
30257,@mcraddictal,neutral
4119,don't want to go to work tonight,worry
24402,@aulia &quot;alternate means of acquisition&quot; sounds sorta noble,happiness
19547,"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them",fun
31765,Heading downtown! Drinks and dancing!!,happiness
25097,"Oh my Gosh,so close to finishing my song! I can't wait!",happiness
28127,Day of writing,neutral
23088,Had to play one more and share the vibe of this song. Something about it jus' brings out the feel good.   Ta... ? http://blip.fm/~5jh0u,fun
31585,@pageoneresults more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.,sadness
20340,@niuts14 Our weekend was also great... two friends of Julia were here for four days...,happiness
3500,"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare.",sadness
34328,is about to go buy his mother a mother's day gift,fun
13085,"@Maliceve yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it",worry
2400,"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question.",worry
34380,Had a lovely day with mama cuppy,worry
7946,wants cookie,neutral
39555,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,love
29215,@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!,happiness
23523,@bsweens haha they might! good luck if you're taking it as well  i'm hoping I get a 1 for putting my name down,worry
2483,"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",neutral
32993,Wal mart,worry
26400,@Sheamus Many thanks!,love
6521,"@jodiekearns I'm there all weekend, expecting it to be way too hot",enthusiasm
38,has work this afternoon,neutral
1078,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep,enthusiasm
3398,jerk josh! didn't even come meet me  - im thinking of a number guess ?,worry
8049,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.,neutral
28065,I wish I had a friend that was a chiropractor,worry
36873,@RetroRewind How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it's over..LOL..thanks!,love
23048,Apparently it's #starwarsday,happiness
10335,@cascandar We are working,neutral
37594,"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother's Day!",happiness
23325,I am going to start using @1Password for fast access to m.twitter.com at school,neutral
20505,"Do you have a chronic illness blog? Let me know, I'll post your link on my own  www.ptsici.blogspot.com",neutral
15542,@FilmsRUs oh 2mrw? Yea I won't b there  but maybe next time,worry
37241,"@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",relief
28024,is thinking about &quot;magnetism and spiritual equilibrium.&quot; My do you alcoholics have a way with words!,worry
18478,7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,worry
21976,@juicebox07 i know how annoying that can be!  but theres a german saying'pleasant anticipation is the greatest pleasure'(own translation),happiness
26964,@declercq I thought you might like that  Getting ready to see me in a few weeks?,neutral
13728,ughh feel rubbish,hate
26167,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team,fun
26543,@bigbrovar what have you been up to ?,neutral
36409,thanx @MsLaurenLondon,neutral
19359,@danachs I am lost. Please help me find a good home.,worry
10164,"Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune",surprise
11475,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings",happiness
12107,"Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish",worry
22944,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~",neutral
12735,Zac Brown is in Virginia Beach and I'll be in NoVA,neutral
14080,I need to relocate to the west coast.. This weather here is killin me!!!,sadness
33329,@patricklanglois http://twitpic.com/4w52z - i bet you ate and missed the brazilian bbq  and i also bet you guys played wii (mostly bec ...,fun
36254,@ZnaTrainer Ahhh Music to my ears!,love
36532,happy mothers day to all the baby mommasss! rofl,love
34364,11:11 pm Perrrfect universal alignment.    &lt;33,love
9458,Allergies suck... My eyes r even mor red than they were b4.  I think I'll stay inside 2day,empty
9669,"@_ophelia Oh, Hamletgasm! I hate having to work 12 hours today!How utterly crap, I miss everything! [managed forum for 5 min on break  ]",hate
11355,@Moderorated: Where are you?,neutral
22652,@Emmieman and what a scary reflection it was! thought you were going to wizz your pants,worry
1612,i mean monday take the test monday!!!! please o please !,sadness
30769,Rox was funn . Amii and Bailey are here,neutral
13019,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.,sadness
17302,"I have an awesome picture of happy pint, but it's not sending",enthusiasm
35921,"@kryanth heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",hate
35784,I want some candy!!!,fun
18566,@BrittneyCash Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,worry
6794,Anybody seen @MissPlush??? Where is my Twinster,surprise
13028,i feel very ill. i think im dehydrated,worry
30706,goin to sleep busy day tmrw!,neutral
19767,"Always I listen that song I start crying, It makes me remember moments with my friends at primary school",surprise
37378,I am trying to figure out how to use Twitter,worry
20837,@Icethevillain DAMMIT! lets have a private session,worry
27150,internship day #1 - to thee hospital i go.,neutral
38935,@katieinthehat The one and the same! Should be a good gig,surprise
6209,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!,happiness
33698,Candle wax is very enjoyable.,relief
10543,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",sadness
24774,@BeckySmithster  let's hope so,relief
10113,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today,neutral
17254,@charlieks @tonita_face @emmaleeks and nana.wish i was there last night,sadness
35313,@jespern Oops! I got taken ...,worry
11052,walking past the school i went to junior high in as it's being torn down,worry
2833,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",worry
31607,@P_LOCA thank you babe  What are you doin this evening?,neutral
19416,"She tells me that she feels miserable, so at least it's mutual.",worry
4407,@fluBALLOW mean,neutral
12770,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3,sadness
12906,@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,sadness
5332,Gah the sunlight is so bright today it's giving me a headache  Resorted to wearing new sunglasses,worry
20963,If I loved this any more I'd streak thru the hood damnit ! I'm pumped,neutral
17298,"@JRKNaughtyAngel You lucky girl! I also wanna see them (again LOL) I wish they'd come to europe again, but I doubt that",love
23226,I just got a twitter account,enthusiasm
31482,"Noticed Wellwood has all his teeth in tonight, that's nice",happiness
19348,Lots of noisy peeps outside,neutral
21258,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie,enthusiasm
20858,Is ending the day with another walk nice walk and then some gelato,happiness
20017,character designs complete! .... in about a week we'll give another sneak peak... stay posted!,neutral
5334,"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??",fun
30753,@sheasylvia Sometimes I wish Twitter had Facebook's &quot;like&quot; just so I could give you a thumbs up. Great job either way  - I suck too btw,love
12433,@FionaKyle didn't have my camera with me  totally regretting it now!,worry
10620,"@GaltsGhost LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed",worry
24092,@OceanCity thank you.  we had a blast,happiness
17021,@souljaboytellem hell yea its hot here  i miss cali,worry
2134,Watched The Notebook last night.... Wahhhhhhh!  V good.  Cried my eyes out!  Maybe a bit too close to home I think.    Go watch!,worry
36245,@Lil_Shawn when do you go back home? Want to see ya B4 u leave Homie,neutral
23544,"midday and a half, time for lunch",relief
14277,"@Impala_Guy Yeah unfortunately  The flight is most expensive.....the rest is not so bad - the flight is ca. USD 800 - 900,--",worry
37142,@spmwinkel Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,surprise
17491,@MrMarcusX was jst out there wednesday,sadness
23698,"@Kohmahts be clear, I am Catholic, but wholeheartedly agree with you.  (&quot;Same here&quot; was ambiguous) #tcot #hhrs",neutral
10715,@stephenjerzak awww i didnt pass my speech,sadness
27822,"@raihanamcfly LOL! salivary gland?? frm those little flies?? no way!  alison=drama queen  oh no, ur brain hurts? a new brain is growing!",surprise
10872,"bored, everyone has a social life except me, and i'm babysitting my brothers tonight til 10 and i dunno if ill be allowed out after that",sadness
39552,@c_j_davies Maybe it's time for Judith to step up to the plate then,neutral
19816,@richardAmills ugh im not a vip  im always vippppppp,worry
1211,Week-end is over and now it's time to get back to work,neutral
21982,relaxing fragrances are SOO IN! my latest loves are still lavender &amp; chamomile--the basic ones  trying to find more flower scents..,happiness
10446,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people,sadness
7604,I want to party down!,worry
7961,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock,happiness
